Evaluations;Max fitness;Diversity;Mutation rate
100;4.658579776150396E-5;9.052470103649656;1.0
1000;0.003949193291583533;0.07276288363764957;0.02672703630742071
2000;0.004677247133620759;0.0521383516221748;3.433828122098476E-4
3000;0.29530727642570687;0.027367023743360214;0.00793125802019512
4000;0.2976666216803663;0.025462476094472792;0.010134587574833999
5000;0.269326774622897;0.03041452431779613;2.42605433169863E-4
6000;0.26651970593620244;0.038176362130307735;0.027537722783251124
7000;0.27451524684438056;0.05307718436952669;0.0065597210882206
8000;0.2803294288171607;0.04383597329010407;0.0010562293091462747
9000;0.22889960811152915;0.05760175116013604;0.015579381140409802
10000;0.1676808904404311;0.0676825652430312;9.952523424744954E-5
11000;0.19192973966524088;0.025438160572819682;4.4018957939135375E-4
12000;0.22081547013439196;0.03792996342563849;0.005609181638296539
13000;0.2843609433358036;0.02331139842621805;0.0016832449133743562
14000;0.21975920762193712;0.048654209759330026;1.383910522573251E-4
15000;0.2369552247847475;0.03125500881978074;1.462916210455414E-4
16000;0.21432181849191062;0.04769305747351341;5.913137188057177E-4
17000;0.2157086069467919;0.019009621946571412;2.6511545286164224E-4
18000;0.24956512929194602;0.04347290410474273;4.024001594693778E-4
19000;0.27870524072879943;0.04933935960048102;0.005627309059924103
20000;0.27612903931726485;0.06825356103924109;4.2084785126009786E-4
21000;0.30784908597662564;0.048166683872220166;4.640055682212684E-4
22000;0.2707863915444136;0.05803324666319704;0.0019282002367922567
23000;0.29501565738425606;0.03798810884810731;0.0019956530152178886
24000;0.2719182652574106;0.023333121846408258;0.0012217600545875438
25000;0.2597278711751002;0.023823354438560394;5.884779626276867E-4
26000;0.2019062245624053;0.07630803706215872;3.432767960759889E-4
27000;0.28965498359812164;0.017424848960891515;1.0823970955693524E-4
28000;0.19539889102540708;0.09147862232666311;0.0038302925588707616
29000;0.2209944244977018;0.048335064132466646;0.020148300775142722
30000;0.21304363146460473;0.0509106769279352;8.881059622194986E-4
31000;0.18234356800522206;0.060419106871347786;0.002226156636274506
32000;0.19619489040666;0.04190717583355323;4.7687377058539606E-4
33000;0.1840501081499507;0.03083314386690365;6.163182109406621E-6
34000;0.21385179900967122;0.03019059039930753;0.002082306112927451
35000;0.15668431895753485;0.04007932481234657;2.053064658545741E-4
36000;0.21274575792946296;0.03585944560371662;0.005898940073510056
37000;0.18565878426430443;0.039188543277279296;0.0011940859472360488
38000;0.18290882087367943;0.04220159604745593;7.406000717792649E-5
39000;0.1916541548734502;0.0464810543358701;0.002971280263100954
40000;0.15739123827484144;0.04437443052335109;6.887931286314762E-4
41000;0.1938038256835939;0.03929656190958378;0.0034588670127835386
42000;0.23663265926889354;0.06173480123529179;5.145244008206559E-4
43000;0.22421879533993241;0.04262938105775093;3.148933803543194E-4
44000;0.22573318680717308;0.021048929234387885;1.2417947751129727E-4
45000;0.28819383019334266;0.03926990879493731;0.010208484939524162
46000;0.2832265481479627;0.022615554112056346;1.6479207454003786E-4
47000;0.25468584557510127;0.22673416019816764;0.002161871688883922
48000;0.2517391719852026;0.03431643667729185;8.183058201432615E-4
49000;0.26586072358549906;0.040498714204391516;0.04854023714676339
50000;0.21708795914080756;0.05910696264224863;9.470253286088186E-4
51000;0.332359114576043;0.01333642545656348;0.001638946343884238
52000;0.30914616862472644;0.02641698605551936;7.213004775493818E-5
53000;0.25724206638896235;0.04274109607855517;0.0023675443183255834
54000;0.22195801050646857;0.05049357707421035;2.2262166651101137E-5
55000;0.25692972457963015;0.042036748840159156;0.00315801076721845
56000;0.2237833455477045;0.04533973493469351;0.006152271756419347
57000;0.28018844236504353;0.06616970775659856;0.017872620384169972
58000;0.2278397424520515;0.05183234518968379;0.0019733979015784347
59000;0.25962268922062165;0.0558146633644072;9.532002765694298E-4
60000;0.30334541911990215;0.045449126280541936;0.0010577400900784976
61000;0.3112319240169814;0.025992718992045437;1.7414844034353155E-4
62000;0.3264709290986779;0.05380365870749645;0.019180111146280668
63000;0.3056898651146173;0.06941495231042226;7.439813037311741E-4
64000;0.31153663496330064;0.0143693187146887;4.2135870884587966E-4
65000;0.2937930045856219;0.08769538681010794;6.234290891110018E-4
66000;0.20416135721208617;0.05596658181751431;6.722635848214603E-4
67000;0.1993619700099155;0.07425767606190928;0.006244728193375766
68000;0.26586499878564845;0.038181496699934626;0.0025569963655341895
69000;0.2360094952880622;0.024988131992057402;0.005608442068427923
70000;0.24873333660414057;0.02245329005592921;2.1468438686435282E-4
71000;0.23930402427761854;0.05440908215148675;0.0030354514805358084
72000;0.1894573059274954;0.046471523497082556;0.004361542144003839
73000;0.24310117068334067;0.027451913825217573;2.653007165443252E-4
74000;0.2121824255698576;0.04420955213054447;6.477727956548581E-4
75000;0.2178089050206544;0.028130386448068288;0.011214505015383298
76000;0.2642422247465529;0.026607250295357324;0.008416306124043881
77000;0.2564774344114328;0.0613006213298826;2.127506966993739E-5
78000;0.2835403929048325;0.024332394523751147;0.028015236972358498
79000;0.2737838264638165;0.05492793993765122;2.550744016009308E-4
80000;0.23658396251115513;0.04115956644978337;0.0077109123032791296
81000;0.33571856869175265;0.03227119133517734;1.068373535583615E-4
82000;0.37020350535591995;0.05889802069522309;0.0036165639359884904
83000;0.38751863785141;0.04609166465092884;5.433052612891281E-4
84000;0.4759238429174916;0.025332756938856747;0.0015649327352087736
85000;0.5073435634701317;0.03885804053187765;2.7138698444132815E-5
86000;0.4249164324096682;0.03498565864967939;0.0034444187809066188
87000;0.4221833749707984;0.036525239553063124;0.0060364710312273
88000;0.3765643589869031;0.023667474040265684;2.992140998340305E-4
89000;0.4174645154184743;0.04460598277703261;0.0010929330735179208
90000;0.41064067557613637;0.07560227950263623;0.00633969914276601
91000;0.32894283039428585;0.07376639019167075;0.0014773946962192345
92000;0.3619889826606859;0.04689436060354644;0.006617043129102193
93000;0.49982478285458753;0.043290485333866785;0.0031584366947937812
94000;0.3761775586121113;0.03881057034186504;0.022973535419333103
95000;0.34980979115099364;0.025698573866432487;0.0013943687718478439
96000;0.41963584789134456;0.027102368899553017;4.619475552064663E-5
97000;0.37734778834165383;0.04427354770426134;0.01944217188420599
98000;0.44579027924847725;0.021341768229866165;0.0012952159160358736
99000;0.46588515551216114;0.03211083645394527;0.004119878929056163
100000;0.3844238839479204;0.044924710129246356;7.045872344806237E-4
