island_count;epoch_size;fitness_sharing;sigma;population_size;parent_count;arity;recombination_p;k;evaluationName;seed;MBF;stdBF;meanConv;stdConv
1;0;false;0;30;6;6;0.75;6;SchaffersEvaluation;18446;0.10699543261328552;0.21444654099870472;21900.0;25528.21967940577
1;0;false;0;30;6;6;0.75;6;KatsuuraEvaluation;9660;0.00032959067281841914;0.0004917463830292813;9903.0;7101.456259106297
1;0;false;0;30;6;6;0.75;12;SchaffersEvaluation;12524;0.06642948562281062;0.10626139429261909;30900.0;24849.34606785458
1;0;false;0;30;6;6;0.75;12;KatsuuraEvaluation;17928;0.004834991819511789;0.013763941213029743;21606.0;19379.910835708197
1;0;false;0;30;6;6;0.75;24;SchaffersEvaluation;27768;0.04453894896123542;0.044346704660460076;42600.0;33266.19906150987
1;0;false;0;30;6;6;0.75;24;KatsuuraEvaluation;23990;0.00019431046890435572;0.00029481688913332544;48900.0;28398.76757889328
1;0;false;0;30;12;2;0.75;2;SchaffersEvaluation;1876;6.289813119062098e-05;0.00018386969764285933;30.0;0.0
1;0;false;0;30;12;2;0.75;2;KatsuuraEvaluation;17080;4.7722079083329e-10;1.3672713285611775e-09;30.0;0.0
1;0;false;0;30;12;2;0.75;3;SchaffersEvaluation;12005;2.8647078502635843e-07;8.533874716816997e-07;30.0;0.0
1;0;false;0;30;12;2;0.75;3;KatsuuraEvaluation;22798;6.194058610675575e-08;1.8123233341258526e-07;30.0;0.0
1;0;false;0;30;12;2;0.75;4;SchaffersEvaluation;20860;5.477123220449884e-06;1.4240101029954506e-05;30.0;0.0
1;0;false;0;30;12;2;0.75;4;KatsuuraEvaluation;8928;1.2224341876314352e-07;3.107943265833772e-07;30.0;0.0
1;0;false;0;30;12;2;0.75;6;SchaffersEvaluation;1484;0.00042320934474312025;0.0012433120466043375;30.0;0.0
1;0;false;0;30;12;2;0.75;6;KatsuuraEvaluation;1216;2.349528968832354e-06;6.788812042636423e-06;30.0;0.0
1;0;false;0;30;12;2;0.75;12;SchaffersEvaluation;23972;1.3131659385305336e-07;3.5490583060094913e-07;30.0;0.0
1;0;false;0;30;12;2;0.75;12;KatsuuraEvaluation;22235;2.3875533911383898e-08;7.162053368113647e-08;30.0;0.0
1;0;false;0;30;12;2;0.75;24;SchaffersEvaluation;29067;5.930685533505546e-06;1.1161601415374775e-05;30.0;0.0
1;0;false;0;30;12;2;0.75;24;KatsuuraEvaluation;31405;6.999362838049616e-07;2.0957634883530696e-06;30.0;0.0
1;0;false;0;30;12;3;0.75;2;SchaffersEvaluation;30394;8.917652099924407e-06;2.6017559306213016e-05;30.0;0.0
1;0;false;0;30;12;3;0.75;2;KatsuuraEvaluation;8537;1.4048660018108942e-12;4.021563448328766e-12;30.0;0.0
1;0;false;0;30;12;3;0.75;3;SchaffersEvaluation;18502;7.574047841114256e-05;0.00022025844802162314;30.0;0.0
1;0;false;0;30;12;3;0.75;3;KatsuuraEvaluation;6826;2.8501429353575904e-08;8.352254315682158e-08;30.0;0.0
1;0;false;0;30;12;3;0.75;4;SchaffersEvaluation;14945;2.5048904551204845e-05;7.093631856609082e-05;30.0;0.0
1;0;false;0;30;12;3;0.75;4;KatsuuraEvaluation;25926;5.810172692207654e-10;1.7163781874804478e-09;30.0;0.0
1;0;false;0;30;12;3;0.75;6;SchaffersEvaluation;13599;2.6318138227266208e-06;6.5250811503017165e-06;30.0;0.0
1;0;false;0;30;12;3;0.75;6;KatsuuraEvaluation;3760;2.499088302737163e-07;7.495054961820546e-07;30.0;0.0
1;0;false;0;30;12;3;0.75;12;SchaffersEvaluation;30416;4.633579880610587e-07;8.979448087895388e-07;30.0;0.0
1;0;false;0;30;12;3;0.75;12;KatsuuraEvaluation;21277;5.8363543041312525e-08;1.445023070491887e-07;30.0;0.0
1;0;false;0;30;12;3;0.75;24;SchaffersEvaluation;546;3.300966644197553e-07;6.604474680240469e-07;30.0;0.0
1;0;false;0;30;12;3;0.75;24;KatsuuraEvaluation;31576;1.7033346466158122e-09;4.9286892266494424e-09;30.0;0.0
1;0;false;0;30;12;4;0.75;2;SchaffersEvaluation;6256;6.284662917685684e-06;1.286659501516665e-05;30.0;0.0
1;0;false;0;30;12;4;0.75;2;KatsuuraEvaluation;30634;3.5327417289150186e-09;9.895379686874702e-09;30.0;0.0
1;0;false;0;30;12;4;0.75;3;SchaffersEvaluation;20114;6.855647727759151e-06;1.21348794038264e-05;30.0;0.0
1;0;false;0;30;12;4;0.75;3;KatsuuraEvaluation;30796;3.601936937294385e-10;1.0532892918405244e-09;30.0;0.0
1;0;false;0;30;12;4;0.75;4;SchaffersEvaluation;12217;1.272754511018159e-06;3.3169638796775032e-06;30.0;0.0
1;0;false;0;30;12;4;0.75;4;KatsuuraEvaluation;6837;2.8542684735091562e-11;6.591962349524263e-11;30.0;0.0
1;0;false;0;30;12;4;0.75;6;SchaffersEvaluation;27607;3.635782083625694e-05;6.239336019145583e-05;30.0;0.0
1;0;false;0;30;12;4;0.75;6;KatsuuraEvaluation;25494;4.671313686075965e-08;1.1477187674599253e-07;30.0;0.0
1;0;false;0;30;12;4;0.75;12;SchaffersEvaluation;11521;4.492607168179449e-07;1.2700259411134475e-06;30.0;0.0
1;0;false;0;30;12;4;0.75;12;KatsuuraEvaluation;7472;3.849104069951717e-12;7.738517410520738e-12;30.0;0.0
1;0;false;0;30;12;4;0.75;24;SchaffersEvaluation;25889;4.492122439243896e-06;1.2819675253668562e-05;30.0;0.0
1;0;false;0;30;12;4;0.75;24;KatsuuraEvaluation;25577;5.8244511080191246e-08;1.7438763106078936e-07;30.0;0.0
1;0;false;0;30;12;6;0.75;2;SchaffersEvaluation;21547;6.215007924790742e-07;1.7311537931105474e-06;30.0;0.0
1;0;false;0;30;12;6;0.75;2;KatsuuraEvaluation;30502;7.730865844445836e-11;1.758007964640824e-10;30.0;0.0
1;0;false;0;30;12;6;0.75;3;SchaffersEvaluation;1388;1.0150723013881617e-05;2.8378249332812628e-05;30.0;0.0
1;0;false;0;30;12;6;0.75;3;KatsuuraEvaluation;30474;5.881233539679766e-08;1.7643106072834016e-07;30.0;0.0
1;0;false;0;30;12;6;0.75;4;SchaffersEvaluation;27984;0.0003359826688086354;0.001007180695144912;30.0;0.0
1;0;false;0;30;12;6;0.75;4;KatsuuraEvaluation;10232;1.9397728921636614e-09;5.817092349377126e-09;30.0;0.0
1;0;false;0;30;12;6;0.75;6;SchaffersEvaluation;4146;6.5187746291914146e-06;1.2626659319951532e-05;30.0;0.0
1;0;false;0;30;12;6;0.75;6;KatsuuraEvaluation;19783;1.2149981773681118e-08;3.63673469605271e-08;30.0;0.0
1;0;false;0;30;12;6;0.75;12;SchaffersEvaluation;17534;7.982376519743288e-07;1.2782479414352066e-06;30.0;0.0
1;0;false;0;30;12;6;0.75;12;KatsuuraEvaluation;18489;6.43049182356132e-07;1.9238140069808687e-06;30.0;0.0
1;0;false;0;30;12;6;0.75;24;SchaffersEvaluation;5570;2.0508463174304213e-07;5.641212384061457e-07;30.0;0.0
1;0;false;0;30;12;6;0.75;24;KatsuuraEvaluation;8944;1.3351500664578203e-06;3.930884783811813e-06;30.0;0.0
1;0;false;0;30;12;12;0.75;2;SchaffersEvaluation;121;0.0008446173958442423;0.002188200974348658;30.0;0.0
1;0;false;0;30;12;12;0.75;2;KatsuuraEvaluation;32086;1.982076086461802e-09;5.9449968653705794e-09;30.0;0.0
1;0;false;0;30;12;12;0.75;3;SchaffersEvaluation;6563;1.2895812113411102e-05;3.7910619317952066e-05;30.0;0.0
1;0;false;0;30;12;12;0.75;3;KatsuuraEvaluation;4647;5.94379074008321e-10;1.1821610443288813e-09;30.0;0.0
1;0;false;0;30;12;12;0.75;4;SchaffersEvaluation;8454;9.398385273416251e-05;0.00018202623433356512;30.0;0.0
1;0;false;0;30;12;12;0.75;4;KatsuuraEvaluation;6597;3.8192923453594e-08;1.1329903289718283e-07;30.0;0.0
1;0;false;0;30;12;12;0.75;6;SchaffersEvaluation;10852;7.322309731858255e-05;0.00016060262263302031;30.0;0.0
1;0;false;0;30;12;12;0.75;6;KatsuuraEvaluation;8747;2.245084757819114e-11;4.9087731385522036e-11;30.0;0.0
1;0;false;0;30;12;12;0.75;12;SchaffersEvaluation;30864;0.00010297703409216964;0.0003015316317038757;30.0;0.0
1;0;false;0;30;12;12;0.75;12;KatsuuraEvaluation;9993;3.1581064134862353e-09;7.389411298671442e-09;30.0;0.0
1;0;false;0;30;12;12;0.75;24;SchaffersEvaluation;32480;2.347869223925115e-05;6.741323501708315e-05;30.0;0.0
1;0;false;0;30;12;12;0.75;24;KatsuuraEvaluation;6779;4.998326169524547e-07;1.4993287394935427e-06;30.0;0.0
1;0;false;0;30;24;2;0.75;2;SchaffersEvaluation;26863;4.422135667141764e-06;5.751453285196213e-06;30.0;0.0
1;0;false;0;30;24;2;0.75;2;KatsuuraEvaluation;5207;1.9627658364621243e-10;4.3119950841182843e-10;30.0;0.0
1;0;false;0;30;24;2;0.75;3;SchaffersEvaluation;7766;1.3564549255457405e-05;2.7162592931474964e-05;30.0;0.0
1;0;false;0;30;24;2;0.75;3;KatsuuraEvaluation;16552;1.2800085491936683e-10;2.5771103617942244e-10;30.0;0.0
1;0;false;0;30;24;2;0.75;4;SchaffersEvaluation;13478;6.365417689461106e-05;0.00014135555647667178;30.0;0.0
1;0;false;0;30;24;2;0.75;4;KatsuuraEvaluation;28541;9.986039733326925e-06;2.9920982971764455e-05;30.0;0.0
1;0;false;0;30;24;2;0.75;6;SchaffersEvaluation;18228;1.5936332444024533e-06;2.968170777537122e-06;30.0;0.0
1;0;false;0;30;24;2;0.75;6;KatsuuraEvaluation;17986;4.4113297111302544e-07;9.580608875079323e-07;30.0;0.0
1;0;false;0;30;24;2;0.75;12;SchaffersEvaluation;12065;0.00020602701913825577;0.0005289616117481824;30.0;0.0
1;0;false;0;30;24;2;0.75;12;KatsuuraEvaluation;19404;1.0429936910872206e-06;3.128463871156914e-06;30.0;0.0
1;0;false;0;30;24;2;0.75;24;SchaffersEvaluation;23977;2.2371348227531e-07;5.184735223535406e-07;30.0;0.0
1;0;false;0;30;24;2;0.75;24;KatsuuraEvaluation;2755;2.119541104749949e-08;5.514646293174897e-08;30.0;0.0
1;0;false;0;30;24;3;0.75;2;SchaffersEvaluation;25224;6.220010533075293e-06;9.878768131019082e-06;30.0;0.0
1;0;false;0;30;24;3;0.75;2;KatsuuraEvaluation;16743;4.245100692172347e-09;1.1279585697846074e-08;30.0;0.0
1;0;false;0;30;24;3;0.75;3;SchaffersEvaluation;9083;1.6690500518302244e-05;4.4772321981709725e-05;30.0;0.0
1;0;false;0;30;24;3;0.75;3;KatsuuraEvaluation;30194;1.0604998107463325e-08;2.2860748614047573e-08;30.0;0.0
1;0;false;0;30;24;3;0.75;4;SchaffersEvaluation;5234;1.9244031841290872e-06;4.698768106907277e-06;30.0;0.0
1;0;false;0;30;24;3;0.75;4;KatsuuraEvaluation;15926;4.870301987786509e-08;1.2413100633591297e-07;30.0;0.0
1;0;false;0;30;24;3;0.75;6;SchaffersEvaluation;403;4.420232430854766e-05;0.00011745560494987162;30.0;0.0
1;0;false;0;30;24;3;0.75;6;KatsuuraEvaluation;2097;5.0613608232606785e-09;1.0766421955521839e-08;30.0;0.0
1;0;false;0;30;24;3;0.75;12;SchaffersEvaluation;8624;2.4507815347002985e-06;7.0164087776972015e-06;30.0;0.0
1;0;false;0;30;24;3;0.75;12;KatsuuraEvaluation;15034;0.0011678134159859607;0.0035033990936706185;30.0;0.0
1;0;false;0;30;24;3;0.75;24;SchaffersEvaluation;23455;0.00010556435945072691;0.0002756177077492898;30.0;0.0
1;0;false;0;30;24;3;0.75;24;KatsuuraEvaluation;12198;5.469272039041759e-08;1.6385288854001285e-07;30.0;0.0
1;0;false;0;30;24;4;0.75;2;SchaffersEvaluation;29362;0.0003525645604597725;0.0010470822588400158;30.0;0.0
1;0;false;0;30;24;4;0.75;2;KatsuuraEvaluation;30945;6.050219463096106e-08;1.8131462243339726e-07;30.0;0.0
1;0;false;0;30;24;4;0.75;3;SchaffersEvaluation;28470;2.9273215773127744e-05;5.311298748986026e-05;30.0;0.0
1;0;false;0;30;24;4;0.75;3;KatsuuraEvaluation;27892;4.5096419686991254e-10;1.283334817291183e-09;30.0;0.0
1;0;false;0;30;24;4;0.75;4;SchaffersEvaluation;30156;0.0002754915710653872;0.0008081251311878148;30.0;0.0
1;0;false;0;30;24;4;0.75;4;KatsuuraEvaluation;20021;2.480395014195452e-06;7.392292331910905e-06;30.0;0.0
1;0;false;0;30;24;4;0.75;6;SchaffersEvaluation;2112;5.734107143434637e-07;1.154292075509323e-06;30.0;0.0
1;0;false;0;30;24;4;0.75;6;KatsuuraEvaluation;5121;3.1305723202394774e-08;9.39078662394327e-08;30.0;0.0
1;0;false;0;30;24;4;0.75;12;SchaffersEvaluation;7550;2.7112238656347767e-05;6.771343006771859e-05;30.0;0.0
1;0;false;0;30;24;4;0.75;12;KatsuuraEvaluation;11830;1.134156841003988e-07;2.5584333130852556e-07;30.0;0.0
1;0;false;0;30;24;4;0.75;24;SchaffersEvaluation;15515;1.8784970210894618e-07;3.7565457930118945e-07;30.0;0.0
1;0;false;0;30;24;4;0.75;24;KatsuuraEvaluation;4963;6.876539340642466e-08;2.0574503026937863e-07;30.0;0.0
1;0;false;0;30;24;6;0.75;2;SchaffersEvaluation;1567;1.148763210610495e-05;2.710793479130783e-05;30.0;0.0
1;0;false;0;30;24;6;0.75;2;KatsuuraEvaluation;32733;1.46164897656594e-08;4.070686130994227e-08;30.0;0.0
1;0;false;0;30;24;6;0.75;3;SchaffersEvaluation;10095;0.00028527806101342345;0.0008339797400294445;30.0;0.0
1;0;false;0;30;24;6;0.75;3;KatsuuraEvaluation;1085;1.099526635389774e-08;3.278313968393521e-08;30.0;0.0
1;0;false;0;30;24;6;0.75;4;SchaffersEvaluation;7455;1.225703003133287e-06;2.1218887578348176e-06;30.0;0.0
1;0;false;0;30;24;6;0.75;4;KatsuuraEvaluation;24941;1.2355195571423133e-07;3.7064387158751423e-07;30.0;0.0
1;0;false;0;30;24;6;0.75;6;SchaffersEvaluation;8076;0.0004081343584652293;0.0009903964244496783;30.0;0.0
1;0;false;0;30;24;6;0.75;6;KatsuuraEvaluation;6449;3.528851454872404e-10;1.0575591611019884e-09;30.0;0.0
1;0;false;0;30;24;6;0.75;12;SchaffersEvaluation;12485;4.799678991267297e-07;1.2692419435929327e-06;30.0;0.0
1;0;false;0;30;24;6;0.75;12;KatsuuraEvaluation;69;4.4166577360714336e-08;1.288039676762473e-07;30.0;0.0
1;0;false;0;30;24;6;0.75;24;SchaffersEvaluation;26639;2.4267958522252305e-07;6.784436490417772e-07;30.0;0.0
1;0;false;0;30;24;6;0.75;24;KatsuuraEvaluation;21322;2.0410203671976596e-09;6.1062509251172805e-09;30.0;0.0
1;0;false;0;30;24;12;0.75;2;SchaffersEvaluation;11904;4.3295838422893654e-07;1.0943990757920474e-06;30.0;0.0
1;0;false;0;30;24;12;0.75;2;KatsuuraEvaluation;28908;1.5907469172411933e-11;3.986939446377745e-11;30.0;0.0
1;0;false;0;30;24;12;0.75;3;SchaffersEvaluation;75;2.886771949239573e-07;7.841102849078594e-07;30.0;0.0
1;0;false;0;30;24;12;0.75;3;KatsuuraEvaluation;15344;3.402968728941479e-09;9.31360581304354e-09;30.0;0.0
1;0;false;0;30;24;12;0.75;4;SchaffersEvaluation;1066;1.1220162210553113e-05;3.332924322509994e-05;30.0;0.0
1;0;false;0;30;24;12;0.75;4;KatsuuraEvaluation;3667;1.3930326533464868e-10;3.4910400938120256e-10;30.0;0.0
1;0;false;0;30;24;12;0.75;6;SchaffersEvaluation;2091;7.818544494662074e-06;2.0655819760382207e-05;30.0;0.0
1;0;false;0;30;24;12;0.75;6;KatsuuraEvaluation;15792;6.393645981486092e-09;1.9180890043573714e-08;30.0;0.0
1;0;false;0;30;24;12;0.75;12;SchaffersEvaluation;1007;3.459175494587485e-05;0.00010365335111593203;30.0;0.0
1;0;false;0;30;24;12;0.75;12;KatsuuraEvaluation;20612;1.8034026719130916e-09;4.2609260725574375e-09;30.0;0.0
1;0;false;0;30;24;12;0.75;24;SchaffersEvaluation;8724;4.648550926564785e-06;9.031819414131e-06;30.0;0.0
1;0;false;0;30;24;12;0.75;24;KatsuuraEvaluation;20746;1.1872754993711552e-08;2.9513859178981318e-08;30.0;0.0
1;0;false;0;30;24;24;0.75;2;SchaffersEvaluation;14202;2.390312077261615e-06;5.37139874105562e-06;30.0;0.0
1;0;false;0;30;24;24;0.75;2;KatsuuraEvaluation;8724;5.908322365758791e-13;1.4787543669699837e-12;30.0;0.0
1;0;false;0;30;24;24;0.75;3;SchaffersEvaluation;22194;5.1021141528307863e-05;0.00010852382702709643;30.0;0.0
1;0;false;0;30;24;24;0.75;3;KatsuuraEvaluation;22642;1.892881049954548e-08;5.121164554465061e-08;30.0;0.0
1;0;false;0;30;24;24;0.75;4;SchaffersEvaluation;15919;0.0005116774110843294;0.001534585047562104;30.0;0.0
1;0;false;0;30;24;24;0.75;4;KatsuuraEvaluation;8641;5.718140792424424e-11;1.4461128372073364e-10;30.0;0.0
1;0;false;0;30;24;24;0.75;6;SchaffersEvaluation;17815;4.569225353966141e-05;0.00012376107096833975;30.0;0.0
1;0;false;0;30;24;24;0.75;6;KatsuuraEvaluation;18948;1.60490502767888e-11;4.5895185866298886e-11;30.0;0.0
1;0;false;0;30;24;24;0.75;12;SchaffersEvaluation;19214;0.0002478678145288899;0.0007432924989740781;30.0;0.0
1;0;false;0;30;24;24;0.75;12;KatsuuraEvaluation;7323;1.6439904726630827e-07;3.3057390039915823e-07;30.0;0.0
1;0;false;0;30;24;24;0.75;24;SchaffersEvaluation;26562;6.824287876768298e-06;1.5761187835051634e-05;30.0;0.0
1;0;false;0;30;24;24;0.75;24;KatsuuraEvaluation;8219;0.0001413093488645363;0.0004238900668847877;30.0;0.0
1;0;false;0;50;2;2;0.75;2;SchaffersEvaluation;8491;0.4650061477951632;0.5578525329177014;7700.0;10927.48827498799
1;0;false;0;50;2;2;0.75;2;KatsuuraEvaluation;5975;0.007930736616320983;0.01308363672914169;6700.0;2570.9920264364882
1;0;false;0;50;2;2;0.75;3;SchaffersEvaluation;16782;0.2588345540123864;0.4066813888078949;28005.0;27823.01610178163
1;0;false;0;50;2;2;0.75;3;KatsuuraEvaluation;32736;4.04950343620849e-05;0.00011941873345553378;7800.0;3994.996871087636
1;0;false;0;50;2;2;0.75;4;SchaffersEvaluation;62;0.20402897088484168;0.30545779825963765;33200.0;30082.553083141065
1;0;false;0;50;2;2;0.75;4;KatsuuraEvaluation;5652;0.013726539204906855;0.04109840345729862;7010.0;4965.923881816958
1;0;false;0;50;2;2;0.75;6;SchaffersEvaluation;24558;0.016815444810157804;0.02598933643881509;28105.0;27608.1369346068
1;0;false;0;50;2;2;0.75;6;KatsuuraEvaluation;1149;0.010383564919147471;0.021449584998380563;7505.0;5116.172886054575
1;0;false;0;50;2;2;0.75;12;SchaffersEvaluation;23060;0.030172709762310974;0.04539289255045629;28205.0;28876.94971772469
1;0;false;0;50;2;2;0.75;12;KatsuuraEvaluation;31079;0.0007836490112863997;0.0012396842722070223;8205.0;5956.360046202714
1;0;false;0;50;2;2;0.75;24;SchaffersEvaluation;8500;0.19304159972165508;0.5223678907056897;20605.0;22632.5920963552
1;0;false;0;50;2;2;0.75;24;KatsuuraEvaluation;26395;0.06302441062010064;0.18315940792193125;10000.0;7496.665925596525
1;0;false;0;50;3;3;0.75;2;SchaffersEvaluation;28583;0.6076478170503652;1.1499227609951492;17000.0;19989.997498749217
1;0;false;0;50;3;3;0.75;2;KatsuuraEvaluation;24079;0.002075238471889066;0.0036190548117618782;9905.0;5691.328930926414
1;0;false;0;50;3;3;0.75;3;SchaffersEvaluation;9054;0.2214126898153196;0.39453095584577985;15500.0;12816.005617976296
1;0;false;0;50;3;3;0.75;3;KatsuuraEvaluation;29065;0.004527065453555888;0.006908696748144274;7910.0;6223.535972419538
1;0;false;0;50;3;3;0.75;4;SchaffersEvaluation;19578;0.08546302057554847;0.10432372143507083;23000.0;22807.893370497855
1;0;false;0;50;3;3;0.75;4;KatsuuraEvaluation;27579;0.02365405028128859;0.05370476273479833;8105.0;4026.0681812408493
1;0;false;0;50;3;3;0.75;6;SchaffersEvaluation;15915;0.22315946345111798;0.5015067512537233;26300.0;29468.79705722648
1;0;false;0;50;3;3;0.75;6;KatsuuraEvaluation;888;5.37165710563942e-05;0.00015294766597114394;7610.0;4635.558218812487
1;0;false;0;50;3;3;0.75;12;SchaffersEvaluation;23972;0.02348867728435611;0.03900707510957413;15305.0;28026.009794474845
1;0;false;0;50;3;3;0.75;12;KatsuuraEvaluation;19165;0.0005962874751918059;0.0015767044603052997;6905.0;4901.145274321095
1;0;false;0;50;3;3;0.75;24;SchaffersEvaluation;15858;0.024014922873856488;0.030937922152862885;43205.0;33539.94968690323
1;0;false;0;50;3;3;0.75;24;KatsuuraEvaluation;344;0.00378711839496283;0.009138438327827469;6710.0;5126.051111723331
1;0;false;0;50;4;2;0.75;2;SchaffersEvaluation;7591;0.0011193282188519129;0.0033466224021892668;50.0;0.0
1;0;false;0;50;4;2;0.75;2;KatsuuraEvaluation;19580;5.82766769076403e-07;1.6700639415032242e-06;50.0;0.0
1;0;false;0;50;4;2;0.75;3;SchaffersEvaluation;27149;1.6032950581206013e-05;3.5245479783516416e-05;50.0;0.0
1;0;false;0;50;4;2;0.75;3;KatsuuraEvaluation;8977;7.38736485452878e-08;2.1522221715870365e-07;50.0;0.0
1;0;false;0;50;4;2;0.75;4;SchaffersEvaluation;2662;0.00010402358474199543;0.0003060774206463635;50.0;0.0
1;0;false;0;50;4;2;0.75;4;KatsuuraEvaluation;13575;1.9236599126141246e-07;5.716978961367279e-07;50.0;0.0
1;0;false;0;50;4;2;0.75;6;SchaffersEvaluation;24259;0.002673229837187553;0.00777531389421716;50.0;0.0
1;0;false;0;50;4;2;0.75;6;KatsuuraEvaluation;27850;1.6447102367641541e-06;4.922335119268714e-06;50.0;0.0
1;0;false;0;50;4;2;0.75;12;SchaffersEvaluation;27305;8.098202002348052e-05;0.00019262882522824706;50.0;0.0
1;0;false;0;50;4;2;0.75;12;KatsuuraEvaluation;30775;1.3497821926055277e-07;3.456797529378916e-07;50.0;0.0
1;0;false;0;50;4;2;0.75;24;SchaffersEvaluation;1878;7.031638821763071e-05;0.000183060883625838;50.0;0.0
1;0;false;0;50;4;2;0.75;24;KatsuuraEvaluation;4032;8.280623307157665e-06;2.213364441789877e-05;50.0;0.0
1;0;false;0;50;4;4;0.75;2;SchaffersEvaluation;918;3.683291881448436e-05;9.771805725702155e-05;50.0;0.0
1;0;false;0;50;4;4;0.75;2;KatsuuraEvaluation;4885;4.4427088524085286e-09;8.829078571801067e-09;50.0;0.0
1;0;false;0;50;4;4;0.75;3;SchaffersEvaluation;7378;0.00031411262402807375;0.0005108588032712226;50.0;0.0
1;0;false;0;50;4;4;0.75;3;KatsuuraEvaluation;11525;0.0021266928760624434;0.006380073224666304;50.0;0.0
1;0;false;0;50;4;4;0.75;4;SchaffersEvaluation;12791;4.2212755523080196e-05;5.780248665755294e-05;50.0;0.0
1;0;false;0;50;4;4;0.75;4;KatsuuraEvaluation;19293;1.6535376742326996e-08;3.707713317203064e-08;50.0;0.0
1;0;false;0;50;4;4;0.75;6;SchaffersEvaluation;12748;0.0002897504215391297;0.000551130212318629;50.0;0.0
1;0;false;0;50;4;4;0.75;6;KatsuuraEvaluation;21519;9.079791370462015e-09;2.7221904803091743e-08;50.0;0.0
1;0;false;0;50;4;4;0.75;12;SchaffersEvaluation;29124;0.00011128006507100883;0.00029969375751682636;50.0;0.0
1;0;false;0;50;4;4;0.75;12;KatsuuraEvaluation;10281;8.16843856153365e-08;2.450423989263473e-07;50.0;0.0
1;0;false;0;50;4;4;0.75;24;SchaffersEvaluation;9014;1.206861804004744e-06;2.6170999717715893e-06;50.0;0.0
1;0;false;0;50;4;4;0.75;24;KatsuuraEvaluation;18718;5.879306051597524e-10;1.663329360581924e-09;50.0;0.0
1;0;false;0;50;6;2;0.75;2;SchaffersEvaluation;298;1.7384437783994109;1.4191631677059542;6200.0;4284.85705712571
1;0;false;0;50;6;2;0.75;2;KatsuuraEvaluation;32617;0.1703673756305418;0.3340253486892816;8000.0;3286.335345030997
1;0;false;0;50;6;2;0.75;3;SchaffersEvaluation;23294;1.008679664201153;1.282444427888212;5600.0;5161.395160225576
1;0;false;0;50;6;2;0.75;3;KatsuuraEvaluation;23547;0.15629753316417372;0.20163237665456085;8000.0;3549.64786985977
1;0;false;0;50;6;2;0.75;4;SchaffersEvaluation;5194;2.5165887867659373;2.7381941354495036;6800.0;7846.0180983732125
1;0;false;0;50;6;2;0.75;4;KatsuuraEvaluation;3734;0.027367620431401812;0.05756285543209272;8600.0;3498.57113690718
1;0;false;0;50;6;2;0.75;6;SchaffersEvaluation;2757;1.1499473460472864;0.9105604260939034;3800.0;2749.545416973504
1;0;false;0;50;6;2;0.75;6;KatsuuraEvaluation;6634;0.04699772128755846;0.08023592667685114;5900.0;1920.9372712298546
1;0;false;0;50;6;2;0.75;12;SchaffersEvaluation;2276;0.5189297454206389;0.6142419418087735;6800.0;6867.313885355758
1;0;false;0;50;6;2;0.75;12;KatsuuraEvaluation;18882;0.07513382139139352;0.1333978116622717;5000.0;1341.640786499874
1;0;false;0;50;6;2;0.75;24;SchaffersEvaluation;12089;0.8892334255891938;1.0788512275529591;8600.0;6814.690014960328
1;0;false;0;50;6;2;0.75;24;KatsuuraEvaluation;23997;0.08761755625220795;0.22667039706492878;6005.0;2437.257680262799
1;0;false;0;50;6;3;0.75;2;SchaffersEvaluation;1460;2.435549437994566;1.891619880137453;4700.0;2830.1943396169813
1;0;false;0;50;6;3;0.75;2;KatsuuraEvaluation;29391;0.2433336997710048;0.6088563873544413;8900.0;3300.0
1;0;false;0;50;6;3;0.75;3;SchaffersEvaluation;23554;1.5847267813433716;1.2235333578083794;5300.0;3900.0
1;0;false;0;50;6;3;0.75;3;KatsuuraEvaluation;1895;0.22955536019871267;0.4033512281622788;9200.0;4489.98886412873
1;0;false;0;50;6;3;0.75;4;SchaffersEvaluation;11971;1.804263230631888;1.7814826417819165;5300.0;3407.345007480164
1;0;false;0;50;6;3;0.75;4;KatsuuraEvaluation;10212;0.0716303846939729;0.1297200147122379;8300.0;3900.0
1;0;false;0;50;6;3;0.75;6;SchaffersEvaluation;11685;0.9514632528740516;0.866179301966725;4700.0;4337.049688440288
1;0;false;0;50;6;3;0.75;6;KatsuuraEvaluation;21232;0.009242925991437594;0.009855781017658275;7700.0;2100.0
1;0;false;0;50;6;3;0.75;12;SchaffersEvaluation;15531;0.6270700200022875;0.9902450326330972;18800.0;21558.29306786602
1;0;false;0;50;6;3;0.75;12;KatsuuraEvaluation;3600;0.028667054072031906;0.03800621138184087;6305.0;3398.1208042092912
1;0;false;0;50;6;3;0.75;24;SchaffersEvaluation;30899;0.5910056243132255;0.5936429849513281;17900.0;15877.34234687909
1;0;false;0;50;6;3;0.75;24;KatsuuraEvaluation;12587;0.018508027114010693;0.029014500586796423;7205.0;5048.586435825378
1;0;false;0;50;6;6;0.75;2;SchaffersEvaluation;14795;0.8767561237043113;1.0933659952954002;12200.0;18792.55171603899
1;0;false;0;50;6;6;0.75;2;KatsuuraEvaluation;13725;0.0029517096137978713;0.003882783889852481;9200.0;3059.411708155671
1;0;false;0;50;6;6;0.75;3;SchaffersEvaluation;31129;0.40184339211621206;0.6247693833145322;23900.0;15820.556248122251
1;0;false;0;50;6;6;0.75;3;KatsuuraEvaluation;21954;0.010823484909955012;0.01739295865086764;10100.0;4459.820624195551
