island_count;epoch_size;fitness_sharing;sigma;migration_size;population_size;parent_count;arity;recombination_p;k;evaluationName;seed;MBF;stdBF;meanConv;stdConv
4;45;true;0.4;2;400;24;3;1.0;2;SchaffersEvaluation;24058;7.219291957769966;0.4355566735332881;32509.6;19638.83044990205
8;5;true;0.4;2;400;24;3;1.0;2;SchaffersEvaluation;4199;7.592329705683023;0.17519594316070222;18887.2;5318.218588963789
8;15;true;0.4;2;400;24;3;1.0;2;SchaffersEvaluation;27037;7.099677635057333;0.33634925829867535;35171.2;15769.113385349221
8;45;true;0.4;2;400;24;3;1.0;2;SchaffersEvaluation;15302;6.837141172843526;0.31207389385202156;33539.2;12677.920435150238
1;0;true;0.7;0;400;24;3;1.0;2;SchaffersEvaluation;12854;4.859766326317747;0.3060479553761492;32591.2;23487.695488489288
2;5;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;17306;5.4617121420105565;0.2058331318674588;37312.0;20314.754598567022
2;15;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;30288;5.1066939183990865;0.25167191949906265;32648.8;20212.520302030618
2;45;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;10481;5.245161944868699;0.27668532562450787;31374.4;17883.006029188717
4;5;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;15628;5.790483072337828;0.22050505124285097;33719.2;17241.37032141007
4;15;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;1389;5.4451047721951005;0.4895101032324574;30726.4;17627.892007838032
4;45;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;5111;5.392676592170863;0.25454394404886793;32639.2;27548.251417467498
8;5;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;648;6.10710288037251;0.3281724608232585;28823.2;22837.76758266885
8;15;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;1244;5.2692222702283145;0.3934127551444209;47449.6;27774.156344342846
8;45;true;0.7;2;400;24;3;1.0;2;SchaffersEvaluation;24046;5.231320064884791;0.36896140453811205;27092.8;11856.577151943977
1;0;true;1.0;0;400;24;3;1.0;2;SchaffersEvaluation;11682;3.5883933554475056;0.2299779670648362;40540.0;26936.60878432918
2;5;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;15515;4.318441188986869;0.5482610940032172;40549.6;25621.598900927318
2;15;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;12785;3.932638749510667;0.4742260373104607;38471.2;22453.40532213321
2;45;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;31752;4.181595164273358;0.39766304780137207;38221.6;30605.397076986275
4;5;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;25664;4.842003195571916;0.4582065333683896;51035.2;28573.85774724862
4;15;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;13604;3.9827258414997084;0.1929646742573925;44960.8;21109.418394640816
4;45;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;20542;3.811728642065063;0.20214443510362712;22151.2;17184.070558514362
8;5;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;29733;5.511156811113254;0.5409999121013457;42205.6;29660.486102557392
8;15;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;25876;3.940393842989944;0.3940115644199915;23099.2;11186.213343218516
8;45;true;1.0;2;400;24;3;1.0;2;SchaffersEvaluation;31722;4.084828826555134;0.7165891815182218;33709.6;24277.241372116398
1;0;false;0;0;50;24;3;0.99;2;SchaffersEvaluation;2877;6.3438851733675845;2.2661489221899975;7324.4;2200.7214816964006
1;0;false;0;0;100;24;3;0.99;2;SchaffersEvaluation;30519;6.599143895677929;1.877514793739336;6889.6;1639.2351387156145
1;0;false;0;0;200;24;3;0.99;2;SchaffersEvaluation;15229;7.880672154489311;1.312241457429227;8892.8;3117.1149738179374
1;0;false;0;0;400;24;3;0.99;2;SchaffersEvaluation;12744;6.851845662494694;1.7461168067978838;10038.4;3389.258892442417
1;0;true;0.0003;0;50;24;3;0.99;2;KatsuuraEvaluation;7710;1.091977470959212;1.1542299925223964;70113.2;25023.53540489433
2;5;true;0.0003;2;50;24;3;0.99;2;KatsuuraEvaluation;4299;1.025862055504499;1.2533783032925339;65891.6;27331.492938366904
2;15;true;0.0003;2;50;24;3;0.99;2;KatsuuraEvaluation;31341;0.7887934599119266;0.6026287244167116;65891.6;26979.76457717895
2;45;true;0.0003;2;50;24;3;0.99;2;KatsuuraEvaluation;22540;0.7305150133618825;1.1174247869673641;74147.6;25552.55598643705
1;0;true;0.001;0;50;24;3;0.99;2;KatsuuraEvaluation;24613;1.44526861831724;1.4409129638512967;68368.4;23116.241853727002
2;5;true;0.001;2;50;24;3;0.99;2;KatsuuraEvaluation;31559;1.6552578193447318;2.116015266316856;65061.2;27359.614313071008
2;15;true;0.001;2;50;24;3;0.99;2;KatsuuraEvaluation;8931;1.3094325740581156;1.2030900656234476;64730.0;24923.125839268236
2;45;true;0.001;2;50;24;3;0.99;2;KatsuuraEvaluation;22817;1.1409277621997176;1.0759793796573043;70845.2;21653.370863678476
1;0;true;0.003;0;50;24;3;0.99;2;KatsuuraEvaluation;14433;0.8160781163961006;0.8875162306605886;67415.6;20707.247983254558
2;5;true;0.003;2;50;24;3;0.99;2;KatsuuraEvaluation;5568;1.2945083284488512;1.2536834884275532;63434.0;24341.192345487103
2;15;true;0.003;2;50;24;3;0.99;2;KatsuuraEvaluation;2630;1.6210072566405227;1.3308089340369231;73384.4;12979.732533453838
