islandN;epochSize;fitnessSharing;sigma;evaluationName;seed;MBF;stdBF;meanConv;stdConv
5;10;false;0.0;SchaffersEvaluation;18947;0.8871330365846403;1.0884517466236057;4800.0;7871.46746166177
5;10;false;0.0;KatsuuraEvaluation;14579;0.23172861185523633;0.2738735452730243;23200.0;25059.130072690074
5;20;false;0.0;SchaffersEvaluation;21321;1.910330453252585;1.4969718654671702;3000.0;2323.7900077244503
5;20;false;0.0;KatsuuraEvaluation;20267;0.6534004240333258;0.9970757364723976;47900.0;26990.553903171385
5;30;false;0.0;SchaffersEvaluation;4727;1.186657578808557;1.6004366603527522;3100.0;3477.0677301427418
5;30;false;0.0;KatsuuraEvaluation;13867;0.023086675682474397;0.017327882282477045;45200.0;25114.935795259364
5;40;false;0.0;SchaffersEvaluation;4137;1.1131573858519672;0.7573428361767996;9200.0;18004.44389588304
5;40;false;0.0;KatsuuraEvaluation;1222;0.30169367270392944;0.49538302610616564;37300.0;32413.11462972974
5;50;false;0.0;SchaffersEvaluation;16887;1.911007186555524;1.0847626492529903;2400.0;1113.5528725660045
5;50;false;0.0;KatsuuraEvaluation;19588;0.36954363963721687;0.4440089549626579;26100.0;27800.899266030945
1;0;true;0.1;SchaffersEvaluation;8284;3.309145480381823;2.1994733847315677;25000.0;20420.577856662137
1;0;true;0.1;KatsuuraEvaluation;7992;0.0030105850502878517;0.0035981702080228437;35600.0;34156.11219093883
1;0;true;0.3;SchaffersEvaluation;5164;2.8948216099838993;2.1745131323843663;37200.0;31374.51194839531
1;0;true;0.3;KatsuuraEvaluation;28598;0.003505989674311492;0.007092556287926352;48200.0;37549.434083618355
2;10;true;0.1;SchaffersEvaluation;17789;1.665607276898602;1.1317622929986593;30000.0;27258.02634087802
2;10;true;0.1;KatsuuraEvaluation;2147;0.006158129257500389;0.00642295799243861;37400.0;33209.03491521547
2;10;true;0.3;SchaffersEvaluation;31468;2.932381339384299;2.3564278884729317;53100.0;28282.326636965354
2;10;true;0.3;KatsuuraEvaluation;14220;0.008023564101115821;0.015171117157129632;37600.0;29241.067011995303
2;20;true;0.1;SchaffersEvaluation;7045;2.7734041344976275;2.3802928127098197;21300.0;20576.92882818036
2;20;true;0.1;KatsuuraEvaluation;15795;0.007405502110479659;0.013363873825860607;32100.0;30709.770432225636
2;20;true;0.3;SchaffersEvaluation;17738;4.811924657622243;1.775152877883398;31700.0;23199.353439266364
2;20;true;0.3;KatsuuraEvaluation;6744;0.003308519993303042;0.003782733554416992;38900.0;37345.54859685422
2;30;true;0.1;SchaffersEvaluation;32341;3.447758461782377;2.748566876102768;38000.0;25635.912310662945
2;30;true;0.1;KatsuuraEvaluation;9806;0.0165723911138728;0.016704823896067946;36400.0;35338.93037430533
2;30;true;0.3;SchaffersEvaluation;17427;3.8034727918283173;1.8499738818802256;34000.0;26881.220210399675
2;30;true;0.3;KatsuuraEvaluation;21303;0.004828874052762935;0.004501726323339078;33800.0;32251.511592481987
2;40;true;0.1;SchaffersEvaluation;1939;2.305238097627789;2.4860766167801427;17500.0;14347.473645210155
2;40;true;0.1;KatsuuraEvaluation;22794;0.006326345987365117;0.009187386985797725;60100.0;27318.30887884534
2;40;true;0.3;SchaffersEvaluation;17327;3.1928976408939795;1.19820381367361;40700.0;21711.978260858683
2;40;true;0.3;KatsuuraEvaluation;11885;0.00494115683985887;0.006597942067792266;23500.0;24290.944814889353
2;50;true;0.1;SchaffersEvaluation;22971;3.451782497729268;2.73418236203128;21200.0;21169.789795838788
2;50;true;0.1;KatsuuraEvaluation;10422;0.0019194591013900705;0.0014230055891900654;47200.0;30782.462539569507
2;50;true;0.3;SchaffersEvaluation;15015;3.7216260963938503;2.2701802014776886;48400.0;24389.34193454182
2;50;true;0.3;KatsuuraEvaluation;13268;0.011543303820539783;0.011715477572596103;41100.0;33377.986757741994
4;10;true;0.1;SchaffersEvaluation;8833;1.7107337509602687;1.7763270698088858;16500.0;21181.359729724623
4;10;true;0.1;KatsuuraEvaluation;19055;0.01480307532587755;0.017053859398317724;41700.0;27839.00141887277
4;10;true;0.3;SchaffersEvaluation;14564;3.4711514284041387;2.3129153920509444;39700.0;21104.73880435387
4;10;true;0.3;KatsuuraEvaluation;31590;0.005465900382950166;0.004785197125300143;45400.0;26077.576574520877
4;20;true;0.1;SchaffersEvaluation;19709;3.469208371557646;2.7671072445111675;17200.0;14938.54075872205
4;20;true;0.1;KatsuuraEvaluation;1535;0.014472953933599025;0.022298427266891702;40100.0;29170.018854981907
4;20;true;0.3;SchaffersEvaluation;29650;5.72716587145794;1.9461763287933151;23800.0;15753.094934012173
4;20;true;0.3;KatsuuraEvaluation;22258;0.02639100361864516;0.04890972060327217;28100.0;27933.671437890152
4;30;true;0.1;SchaffersEvaluation;3934;1.6820290986478141;1.7059406476565568;34000.0;20223.748416156683
4;30;true;0.1;KatsuuraEvaluation;24039;0.02465402196219891;0.04032022386569401;58700.0;31289.13549460899
4;30;true;0.3;SchaffersEvaluation;11014;5.033580145485972;1.9707347895816316;32800.0;20633.95260244629
4;30;true;0.3;KatsuuraEvaluation;17103;0.012085441493484509;0.009396598062766121;60700.0;27813.8454730733
4;40;true;0.1;SchaffersEvaluation;21212;3.5245937260959854;2.9200510285454744;21100.0;8745.856161634492
4;40;true;0.1;KatsuuraEvaluation;3374;0.011135497446697501;0.012918299326599995;53800.0;33078.08942487459
4;40;true;0.3;SchaffersEvaluation;5549;6.414967134392529;1.506680501510845;26800.0;17485.994395515514
4;40;true;0.3;KatsuuraEvaluation;9740;0.006222380711831466;0.00582051576106202;55500.0;32262.206992082858
4;50;true;0.1;SchaffersEvaluation;23189;3.5378458970987268;2.2805921490374383;23300.0;15323.511346946561
4;50;true;0.1;KatsuuraEvaluation;28074;0.023718257408348112;0.02766073350528335;24200.0;30658.767098498924
4;50;true;0.3;SchaffersEvaluation;18853;6.313247134695634;1.6805823194697018;33300.0;24904.015740438328
4;50;true;0.3;KatsuuraEvaluation;28309;0.00916638681420343;0.009809635518379763;31700.0;23013.257048927255
5;10;true;0.1;SchaffersEvaluation;15335;3.112529476263645;2.5030375978671167;26000.0;14219.704638282752
5;10;true;0.1;KatsuuraEvaluation;17285;0.02614827725281903;0.02455269542974111;27000.0;32400.61727807049
5;10;true;0.3;SchaffersEvaluation;17763;4.57112199625746;2.4290005037353763;42700.0;27103.68978570999
5;10;true;0.3;KatsuuraEvaluation;5065;0.02208084097996262;0.022825664517177484;22100.0;17991.386828146406
5;20;true;0.1;SchaffersEvaluation;21415;3.5941201617910323;2.0890626268569186;25700.0;19738.54097951518
5;20;true;0.1;KatsuuraEvaluation;1620;0.012369323509787127;0.01987452123036263;43300.0;32787.34511972569
5;20;true;0.3;SchaffersEvaluation;4403;6.0192183934896235;1.2338923843674097;38900.0;25236.679654819887
5;20;true;0.3;KatsuuraEvaluation;12550;0.020318124732183196;0.01718554917720132;13800.0;14538.225476308999
5;30;true;0.1;SchaffersEvaluation;24502;4.551166585001638;2.179421298581188;18700.0;12720.455966670377
5;30;true;0.1;KatsuuraEvaluation;9831;0.02467016738455471;0.03044952914178354;36700.0;28443.101096751037
5;30;true;0.3;SchaffersEvaluation;10913;3.770122985762165;2.4088665846672868;35200.0;25670.216204777083
5;30;true;0.3;KatsuuraEvaluation;15832;0.008157238709130928;0.01077383092052793;46900.0;33711.867346677784
5;40;true;0.1;SchaffersEvaluation;11002;4.040323424628413;2.33983605752409;23000.0;13371.611720357423
5;40;true;0.1;KatsuuraEvaluation;6186;0.03076561006592094;0.05000567605913632;18400.0;26762.660555333434
5;40;true;0.3;SchaffersEvaluation;19697;4.404185750799785;2.7559739266448364;30600.0;21019.990485249986
5;40;true;0.3;KatsuuraEvaluation;24006;0.007125220632057989;0.006217311951280902;34000.0;33618.447316912185
5;50;true;0.1;SchaffersEvaluation;3958;2.7767295557051677;2.3454792605886436;21600.0;21982.72048678234
5;50;true;0.1;KatsuuraEvaluation;14965;0.008551593826143235;0.006867547575769825;43400.0;27623.178672991275
5;50;true;0.3;SchaffersEvaluation;4140;5.18063580804727;2.020886020693618;43600.0;27115.309328864387
5;50;true;0.3;KatsuuraEvaluation;14022;0.008367744067961034;0.005430574480205936;35700.0;34176.161282390975
1;0;false;0.0;SchaffersEvaluation;6436;0.7817926523636254;1.2841083634992525;1700.0;1268.8577540449521
2;10;false;0.0;SchaffersEvaluation;30393;1.725238313836422;2.0003602886526632;1300.0;640.3124237432849
2;20;false;0.0;SchaffersEvaluation;28304;0.5337086670964745;0.5806099220606441;1200.0;400.0
2;30;false;0.0;SchaffersEvaluation;15119;0.827217003325311;0.6259859318354329;1800.0;1077.0329614269008
2;40;false;0.0;SchaffersEvaluation;9128;0.8246395222418412;0.6659754479312066;2200.0;1248.9995996796797
2;50;false;0.0;SchaffersEvaluation;18877;1.3092213364142202;1.1017262511070594;5100.0;7189.575787207476
4;10;false;0.0;SchaffersEvaluation;5446;0.6062930946516445;0.9990238173519549;2000.0;1483.2396974191327
4;20;false;0.0;SchaffersEvaluation;1709;0.5669784024085929;0.4905416523998375;4000.0;3820.99463490856
4;30;false;0.0;SchaffersEvaluation;31367;1.0785514213287628;1.553442714544033;2500.0;2012.4611797498108
4;40;false;0.0;SchaffersEvaluation;28653;1.157700081404963;0.9654518862049137;5000.0;7238.784428341543
4;50;false;0.0;SchaffersEvaluation;17462;1.5765008073596403;1.2470280527548625;2000.0;1183.2159566199232
5;10;false;0.0;SchaffersEvaluation;17394;1.619448687212584;1.9848580106040508;1800.0;871.7797887081347
1;0;false;0.0;SchaffersEvaluation;17899;0.6117307565425839;0.6013493440953971;2000.0;1183.2159566199232
1;0;false;0.0;KatsuuraEvaluation;18302;0.18393101041185675;0.253286130869489;53700.0;35499.436615247854
2;10;false;0.0;SchaffersEvaluation;10635;1.0040084230757538;1.091176059583528;2900.0;2947.880594596735
2;10;false;0.0;KatsuuraEvaluation;4025;0.79716377779353;1.2585149229584291;25900.0;22196.621364523024
2;20;false;0.0;SchaffersEvaluation;7194;0.9919473695628265;0.8585384179797114;2300.0;2282.5424421026655
2;20;false;0.0;KatsuuraEvaluation;26267;0.2927051686075312;0.803397746155226;65210.0;34650.49638894081
2;30;false;0.0;SchaffersEvaluation;5270;0.4109863646004494;0.279960714834933;1800.0;1166.19037896906
2;30;false;0.0;KatsuuraEvaluation;5473;0.0903721188321492;0.2260052521765377;36700.0;32218.162579514057
2;40;false;0.0;SchaffersEvaluation;32277;0.8670987381255006;1.0960505333634443;2500.0;1565.2475842498527
2;40;false;0.0;KatsuuraEvaluation;17168;0.6300708631088506;0.8014633009449063;34800.0;33922.853653547485
2;50;false;0.0;SchaffersEvaluation;10934;0.5679866409163756;0.8448846724697482;2200.0;1166.19037896906
2;50;false;0.0;KatsuuraEvaluation;11331;0.11239075018567779;0.26811261790146446;41300.0;33973.66627257058
4;10;false;0.0;SchaffersEvaluation;32077;1.0345481931256821;0.7595859164219365;2300.0;2325.9406699226015
4;10;false;0.0;KatsuuraEvaluation;18170;0.49898518343580084;0.6648640137940327;18500.0;14312.58187749506
4;20;false;0.0;SchaffersEvaluation;31100;1.1183891340231153;1.1188511510648516;2300.0;1676.305461424021
4;20;false;0.0;KatsuuraEvaluation;18965;0.026156271493776286;0.03010179098504146;54100.0;32794.664200140855
4;30;false;0.0;SchaffersEvaluation;496;0.8981421384883944;0.6240297791390105;1700.0;1187.4342087037917
4;30;false;0.0;KatsuuraEvaluation;22505;1.0758534656656018;1.5890578513297897;43400.0;31158.305473821903
4;40;false;0.0;SchaffersEvaluation;17011;1.396893414865948;1.7096497367674823;3600.0;4386.342439892262
4;40;false;0.0;KatsuuraEvaluation;13142;0.14418327514830592;0.19171146449857376;38700.0;30669.365823244538
4;50;false;0.0;SchaffersEvaluation;18164;1.6110569132128993;1.3737256659678698;5200.0;8340.263784797216
4;50;false;0.0;KatsuuraEvaluation;25334;0.4008859219994349;0.6248594912012068;56300.0;24310.69723393387
5;10;false;0.0;SchaffersEvaluation;14147;0.7865531082193575;0.8763966922023061;4300.0;5273.518749374084
5;10;false;0.0;KatsuuraEvaluation;15429;0.19231110771588816;0.43408864845648365;38100.0;30994.999596709145
5;20;false;0.0;SchaffersEvaluation;22564;1.1094221911699755;0.9467385292761593;1700.0;640.3124237432849
5;20;false;0.0;KatsuuraEvaluation;10990;0.5717841114159886;1.0901886151768396;40200.0;33364.05251164792
5;30;false;0.0;SchaffersEvaluation;6801;0.7188115874721597;0.75913090328567;2600.0;2835.489375751565
5;30;false;0.0;KatsuuraEvaluation;9178;0.6007930445964285;1.05410979049278;25900.0;31229.633363201687
5;40;false;0.0;SchaffersEvaluation;31307;1.6016460967872042;2.0046900619448595;3400.0;2107.1307505705477
5;40;false;0.0;KatsuuraEvaluation;24950;0.2347552602625682;0.2804810772624919;37900.0;29941.442851005027
5;50;false;0.0;SchaffersEvaluation;16181;1.4505366191144664;1.7539744548144536;2100.0;700.0
5;50;false;0.0;KatsuuraEvaluation;17160;0.3846695381920716;0.569502291463204;37000.0;33597.61896325393
1;0;true;1;SchaffersEvaluation;17242;0.8226176713058674;0.6991399202257748;22000.0;34310.34829318991
1;0;true;1;KatsuuraEvaluation;29904;0.004626378267159844;0.0066730124709578655;34700.0;28951.85658986311
1;0;true;3;SchaffersEvaluation;22488;0.008158155099225864;0.010002534910609482;5610.0;7637.335922951143
1;0;true;3;KatsuuraEvaluation;8026;0.00045070458600946796;0.0004291008210749637;38300.0;26073.1662825979
2;10;true;1;SchaffersEvaluation;28774;1.6819812197424855;1.546498467612313;17000.0;17955.50054997075
2;10;true;1;KatsuuraEvaluation;16943;0.011625606684555236;0.015621694823309254;21700.0;22181.2984290821
2;10;true;3;SchaffersEvaluation;208;0.12463358826038543;0.2211214001673254;7000.0;10770.329614269009
2;10;true;3;KatsuuraEvaluation;255;0.010677993139624703;0.016086755840508823;43610.0;35656.260319893336
2;20;true;1;SchaffersEvaluation;6805;2.7507528482079584;1.9071560845943691;26900.0;23947.651241823278
2;20;true;1;KatsuuraEvaluation;19395;0.009489543476372713;0.018829130061660624;45900.0;22980.208876335306
2;20;true;3;SchaffersEvaluation;1798;0.17044455639975112;0.26359756604567725;2600.0;1562.049935181331
2;20;true;3;KatsuuraEvaluation;10571;0.003390203540592948;0.004306395931149007;48600.0;29570.931672843857
2;30;true;1;SchaffersEvaluation;17115;1.6219019686152436;0.9450249735315874;8400.0;11490.86593777858
2;30;true;1;KatsuuraEvaluation;24761;0.01742181823476254;0.02338381233889263;34100.0;30078.065097342947
2;30;true;3;SchaffersEvaluation;22152;0.08813438956714631;0.10776120449707091;3000.0;2449.489742783178
2;30;true;3;KatsuuraEvaluation;9342;0.005446498039392722;0.0071850479403464855;48300.0;28548.37998906418
2;40;true;1;SchaffersEvaluation;20768;2.129575904379224;1.7125395685198475;16400.0;16548.111674750082
2;40;true;1;KatsuuraEvaluation;14410;0.006149152085773377;0.011305742239447608;52300.0;31205.92892384394
2;40;true;3;SchaffersEvaluation;6132;0.5174499806850096;1.2932455257742814;2710.0;2357.3077864377406
2;40;true;3;KatsuuraEvaluation;12918;0.010635483717389755;0.011113372964997916;29000.0;25007.998720409436
2;50;true;1;SchaffersEvaluation;12749;2.310129820155937;2.4172992355803227;9100.0;13404.849868610987
2;50;true;1;KatsuuraEvaluation;31985;0.004912425648658213;0.005883005633134438;35000.0;27323.982140237174
2;50;true;3;SchaffersEvaluation;24230;0.10971740173934022;0.15043162285474831;3500.0;5554.277630799526
2;50;true;3;KatsuuraEvaluation;29792;0.008953337300821328;0.011921882471299949;23700.0;20885.64100045771
4;10;true;1;SchaffersEvaluation;676;5.637311264770931;1.293034099882592;40100.0;30061.437091396678
4;10;true;1;KatsuuraEvaluation;29060;0.01195424272195234;0.01965271558489963;48900.0;38492.72658568109
4;10;true;3;SchaffersEvaluation;9099;0.15930655591770726;0.11138033061151484;2300.0;1676.305461424021
4;10;true;3;KatsuuraEvaluation;30383;0.010439755102230814;0.01605983190156137;49000.0;29363.242327781176
4;20;true;1;SchaffersEvaluation;27109;5.3225179116244705;2.527684386361025;32100.0;21379.66323401751
4;20;true;1;KatsuuraEvaluation;22158;0.026195572608670042;0.04694748118583278;42100.0;37572.463320894996
4;20;true;3;SchaffersEvaluation;17764;0.3291311553913392;0.417136587227662;8400.0;12034.949106664308
4;20;true;3;KatsuuraEvaluation;16151;0.011929973263024772;0.011366532423266651;30800.0;30603.267799370708
4;30;true;1;SchaffersEvaluation;10199;4.171861834879906;2.6758290959348043;28600.0;24775.79463912308
4;30;true;1;KatsuuraEvaluation;15775;0.011859825126049732;0.011896787825625171;40500.0;23005.43414065468
4;30;true;3;SchaffersEvaluation;27602;0.7447851585431458;0.9983806882741088;7600.0;6800.0
4;30;true;3;KatsuuraEvaluation;20826;0.015298523071550982;0.018763977768910284;35100.0;27674.717704070623
4;40;true;1;SchaffersEvaluation;15177;3.9219328430295226;1.7957440880723219;22200.0;11513.470371699403
4;40;true;1;KatsuuraEvaluation;14230;0.008118953498174692;0.008676792124117809;42700.0;25698.443532634425
4;40;true;3;SchaffersEvaluation;2230;0.26048945031592596;0.1754757252203381;2700.0;1951.9221295943134
4;40;true;3;KatsuuraEvaluation;24457;0.023030000269510607;0.02507291209448079;42500.0;36014.58038072914
4;50;true;1;SchaffersEvaluation;9407;5.264514814745814;1.7087992178889422;23300.0;10218.121158021175
4;50;true;1;KatsuuraEvaluation;1814;0.014273194210276919;0.016060268323270316;37700.0;37722.80477377047
4;50;true;3;SchaffersEvaluation;4833;0.18302038148667343;0.14609872499671123;4000.0;7028.513356322232
4;50;true;3;KatsuuraEvaluation;7969;0.009085975138997237;0.0133571208674829;35600.0;36442.28313374452
5;10;true;1;SchaffersEvaluation;23938;4.678137011410271;2.915450304867476;51400.0;31420.37555472563
5;10;true;1;KatsuuraEvaluation;423;0.006213170203405669;0.008172932846909623;40700.0;31711.354433388682
5;10;true;3;SchaffersEvaluation;21214;0.32747399500140906;0.686326193076362;9400.0;14221.111067704942
5;10;true;3;KatsuuraEvaluation;31701;0.012760803244698613;0.014402089534364287;42600.0;32665.57821315888
5;20;true;1;SchaffersEvaluation;12508;4.576187417380689;2.341885071234617;31700.0;22618.797492351358
5;20;true;1;KatsuuraEvaluation;17119;0.0090251972243281;0.010373604254702084;39900.0;35733.59763583846
5;20;true;3;SchaffersEvaluation;27436;0.19877447137991305;0.19349989422784067;9100.0;17154.88268686207
5;20;true;3;KatsuuraEvaluation;4718;0.006020298614065658;0.007197064325242864;41400.0;37438.48287524482
5;30;true;1;SchaffersEvaluation;26939;5.560910409981245;1.5705482420672465;25800.0;14538.225476308999
5;30;true;1;KatsuuraEvaluation;6326;0.013086892288200789;0.01738481019010989;53100.0;36426.501341742936
5;30;true;3;SchaffersEvaluation;10084;0.4926006235163662;0.6519384071656302;5600.0;8014.985963805551
5;30;true;3;KatsuuraEvaluation;3084;0.021630649876588068;0.031922191264971166;47800.0;32553.955212846256
5;40;true;1;SchaffersEvaluation;5541;5.033741077485473;2.161174440094868;21800.0;11435.033887138245
5;40;true;1;KatsuuraEvaluation;405;0.010924772411139485;0.015761786510436113;45200.0;28666.35658747027
5;40;true;3;SchaffersEvaluation;6731;0.5473604104085322;0.9338912548664533;19300.0;23069.67706752741
5;40;true;3;KatsuuraEvaluation;10144;0.0342286789095556;0.0380464988061819;37500.0;22078.26985975124
5;50;true;1;SchaffersEvaluation;8771;4.994647615513242;1.846636829486068;17200.0;16178.998732925347
5;50;true;1;KatsuuraEvaluation;279;0.013496015051422958;0.01902365167830762;23500.0;25707.002936943078
5;50;true;3;SchaffersEvaluation;15478;0.6884905662481076;0.7644509187671656;7100.0;6963.476143421473
5;50;true;3;KatsuuraEvaluation;28786;0.008154352505295417;0.015755217153181813;58800.0;37314.34040687307
