Evaluations;Max fitness;Diversity;Mutation rate
400;3.016153013938503E-6;9.005490549640154;1.0
520;2.1032298161503297E-5;6.331027404981948;1.2958770868780878
616;0.0013817881355095171;4.3813163877918635;1.0708767454372041
712;0.03180731468476492;3.9355190190867115;0.8327667712319026
808;0.02580387109182755;3.556321431052024;0.348657224979152
904;0.018482028904598796;3.1938702739074616;1.8679869096492543
1000;0.04121706553337535;3.4893863527555093;0.4451816785517819
1120;0.12374360389074934;3.637664527438529;0.5507491347699934
1216;0.3411778437730622;3.4706121961634766;0.29843060449959236
1312;0.3284256887221835;2.837517670041128;0.1611093059970688
1408;0.298893058108667;2.5028795699954056;0.34369723452476963
1504;1.3075643780259139;2.503175526084722;1.0086689284891335
1600;0.4673605665193154;2.1941052791674047;0.20319789187259185
1720;1.2079871860499676;2.0750486510507415;0.5056356765203874
1816;0.5667942371981608;1.8771643348564886;0.7530014151649712
1912;1.3222571481434038;1.6487016623968098;0.2085220032473414
2008;1.137324207767167;1.5047063930636355;0.374582560827257
2104;1.7873652028621048;1.3132244952962193;0.3683326330716587
2200;1.3438232697240549;1.2869815551749781;0.28054518214971563
2320;1.509791679068351;1.153255726572434;0.25162872990797314
2416;2.0012646225232884;1.0917878742225973;0.14217798994603942
2512;1.4548590341965772;1.031880381798751;0.17815567583425873
2608;2.493882989262258;1.0199439090274776;0.04530447971691938
2704;3.110064659491319;0.9097376256508749;0.0706311470446184
2800;2.9630509991104863;0.9132299066887809;0.23560889761195003
2920;2.6311825339830808;0.8721846071227739;0.27738726309257633
3016;2.755583455909628;0.8099385834623817;0.2539806822331421
3112;3.4245146237070485;0.7311733039489732;0.10035916201150406
3208;3.32211044235351;0.7306567435945845;0.44913967893279055
3304;3.677667922411773;0.7219555763477405;0.10391422923767028
3400;4.128263923118859;0.7129999677950515;0.00977270129549021
3520;4.749732681986097;0.680530707103345;0.01514394321150057
3616;4.984988711172168;0.6305517362649227;0.04630556772050366
3712;4.082502281453021;0.6016554406341978;0.1600853764200845
3808;4.0634683409744525;0.6067382111634294;0.01779059833760099
3904;3.928918089485181;0.6172468119508464;0.00874677597485846
4000;3.6975090613590638;0.5741455230408608;0.008377653333272367
